city,state_code,total,virus,virus_p
Falmouth,MA,8342,6202,0.743
Falmouth,MA,8870,1636,0.184
Buzzards Bay,MA,8474,7265,0.857
Woods Hole,MA,8854,6560,0.741
Menemsha,MA,2936,622,0.212
Monument Beach,MA,3729,2480,0.665
Nantucket,MA,291,80,0.275
North Falmouth,MA,3551,495,0.139
Oak Bluffs,MA,3747,272,0.073
Onset,MA,7682,7479,0.974
Pocasset,MA,7705,999,0.130
Sagamore,MA,592,27,0.046
Sagamore Beach,MA,1846,1330,0.720
Sandwich,MA,2254,838,0.372
Siasconset,MA,4248,1524,0.359
Silver Beach,MA,3425,1725,0.504
Vineyard Haven,MA,3499,3194,0.913
Wareham,MA,9310,1390,0.149
West Chop,MA,7082,4559,0.644
West Falmouth,MA,9867,1433,0.145
West Tisbury,MA,5450,88,0.016
West Wareham,MA,5270,2092,0.397
Nantucket,MA,3274,2566,0.784
Hyannis,MA,502,139,0.277
Barnstable,MA,1525,1351,0.886
Brewster,MA,2450,326,0.133
Centerville,MA,499,15,0.030
Chatham,MA,6784,32,0.005
Centerville,MA,2156,1037,0.481
Cotuit,MA,1412,228,0.161
Centerville,MA,9239,1071,0.116
Cummaquid,MA,3134,2022,0.645
Dennis,MA,1344,414,0.308
Dennis Port,MA,1254,1143,0.911
East Dennis,MA,327,212,0.648
Eastham,MA,4696,2648,0.564
East Orleans,MA,4976,1872,0.376
Forestdale,MA,5596,4384,0.783
Harwich,MA,4233,1451,0.343
Harwich Port,MA,2093,1041,0.497
Hyannis Port,MA,5119,2467,0.482
Marstons Mills,MA,9245,4871,0.527
Mashpee,MA,1310,1071,0.818
North Chatham,MA,9298,1128,0.121
North Eastham,MA,3429,733,0.214
North Truro,MA,1530,634,0.414
Orleans,MA,4649,4037,0.868
Osterville,MA,4488,1465,0.326
Provincetown,MA,2100,473,0.225
South Chatham,MA,8417,2780,0.330
South Dennis,MA,3193,1853,0.580
South Harwich,MA,6723,6678,0.993
South Orleans,MA,9031,7380,0.817
South Wellfleet,MA,1152,1055,0.916
South Yarmouth,MA,3328,1432,0.430
Truro,MA,682,11,0.016
Wellfleet,MA,9320,5282,0.567
West Barnstable,MA,4108,3158,0.769
West Chatham,MA,1802,1206,0.669
West Dennis,MA,8046,1154,0.143
West Harwich,MA,2177,1809,0.831
West Hyannisport,MA,1543,309,0.200
West Yarmouth,MA,9558,4132,0.432
Yarmouth Port,MA,7385,6610,0.895
Assonet,MA,4371,3793,0.868
Attleboro,MA,8902,3640,0.409
Chartley,MA,9000,8603,0.956
Cuttyhunk,MA,3583,2322,0.648
Dartmouth,MA,4516,611,0.135
Dighton,MA,7762,1549,0.200
East Freetown,MA,6853,2344,0.342
East Taunton,MA,5994,3571,0.596
Fairhaven,MA,2788,1995,0.716
Fall River,MA,3404,2445,0.718
Fall River,MA,2299,539,0.234
Fall River,MA,9655,1136,0.118
Fall River,MA,1731,445,0.257
Fall River,MA,5822,2390,0.411
Somerset,MA,4275,320,0.075
Somerset,MA,6225,4594,0.738
Marion,MA,4290,576,0.134
Mattapoisett,MA,5060,1273,0.252
New Bedford,MA,8636,1363,0.158
New Bedford,MA,2322,1385,0.596
New Bedford,MA,7724,5327,0.690
Acushnet,MA,5507,3051,0.554
New Bedford,MA,9344,158,0.017
New Bedford,MA,7627,2454,0.322
New Bedford,MA,1769,154,0.087
North Dartmouth,MA,9091,7732,0.851
South Dartmouth,MA,6227,3651,0.586
North Attleboro,MA,3758,2122,0.565
North Attleboro,MA,5881,3901,0.663
Plainville,MA,2772,45,0.016
Attleboro Falls,MA,3861,2403,0.622
North Dighton,MA,7173,5925,0.826
Norton,MA,8151,4238,0.520
Raynham,MA,710,672,0.946
Raynham Center,MA,5965,160,0.027
Rehoboth,MA,8799,4690,0.533
Rochester,MA,3636,1306,0.359
Seekonk,MA,3712,1086,0.293
Swansea,MA,2112,460,0.218
Berkley,MA,9848,8486,0.862
Taunton,MA,2108,1352,0.641
Taunton,MA,5073,3824,0.754
Westport,MA,3690,276,0.075
Westport Point,MA,8540,7534,0.882
Adamsville,RI,8844,7238,0.818
Albion,RI,9049,4700,0.519
Ashaway,RI,6786,3947,0.582
Barrington,RI,6585,5241,0.796
Block Island,RI,7939,1034,0.130
Bradford,RI,4725,720,0.152
Bristol,RI,1088,566,0.520
Carolina,RI,5486,542,0.099
Charlestown,RI,3942,2422,0.614
Chepachet,RI,4815,4727,0.982
Clayville,RI,5989,394,0.066
Coventry,RI,4891,1389,0.284
West Greenwich,RI,864,678,0.785
East Greenwich,RI,6220,253,0.041
Exeter,RI,6494,5074,0.781
Fiskeville,RI,2611,2315,0.887
Forestdale,RI,5558,2616,0.471
Foster,RI,731,275,0.376
Glendale,RI,8109,875,0.108
Greene,RI,5537,4727,0.854
Greenville,RI,5785,3059,0.529
Harmony,RI,8567,1965,0.229
Harrisville,RI,4236,1652,0.390
Hope,RI,3100,927,0.299
Hope Valley,RI,3366,2334,0.693
Hopkinton,RI,4258,2619,0.615
Jamestown,RI,5873,5405,0.920
Kenyon,RI,8578,1139,0.133
Little Compton,RI,7006,6734,0.961
Manville,RI,6705,3684,0.549
Mapleville,RI,7602,1983,0.261
Newport,RI,2967,1467,0.494
Newport,RI,3833,564,0.147
Middletown,RI,4631,2096,0.453
North Kingstown,RI,3354,115,0.034
North Kingstown,RI,1489,1080,0.725
North Scituate,RI,3617,1939,0.536
Oakland,RI,6328,1459,0.231
Pascoag,RI,2281,1880,0.824
Pawtucket,RI,376,204,0.543
Pawtucket,RI,4342,3787,0.872
Pawtucket,RI,748,2,0.003
Central Falls,RI,6484,5208,0.803
Cumberland,RI,3700,1585,0.428
Lincoln,RI,4762,359,0.075
Portsmouth,RI,4590,4299,0.937
Prudence Island,RI,7511,7312,0.974
Rockville,RI,3499,292,0.083
Saunderstown,RI,7234,5283,0.730
Shannock,RI,8840,5099,0.577
Slatersville,RI,480,149,0.310
Slocum,RI,1440,129,0.090
Tiverton,RI,1221,96,0.079
Wakefield,RI,5524,2878,0.521
Wakefield,RI,5395,171,0.032
Kingston,RI,3244,2971,0.916
Narragansett,RI,2526,1077,0.426
Peace Dale,RI,4088,1913,0.468
Warren,RI,9697,4329,0.446
Warwick,RI,7399,7041,0.952
Warwick,RI,2741,2291,0.836
Warwick,RI,2315,1319,0.570
Warwick,RI,2665,636,0.239
Westerly,RI,3392,454,0.134
West Kingston,RI,4758,3498,0.735
West Warwick,RI,407,158,0.388
Wood River Junction,RI,3502,895,0.256
Woonsocket,RI,3811,1078,0.283
North Smithfield,RI,2600,358,0.138
Wyoming,RI,7805,832,0.107
Providence,RI,8532,5484,0.643
Providence,RI,8338,1407,0.169
Providence,RI,7043,3557,0.505
Providence,RI,260,248,0.954
Providence,RI,8065,7286,0.903
Providence,RI,7521,6775,0.901
Providence,RI,8047,6539,0.813
Providence,RI,3189,188,0.059
Providence,RI,5957,174,0.029
Cranston,RI,5455,3582,0.657
North Providence,RI,4899,1656,0.338
Providence,RI,1958,247,0.126
East Providence,RI,8681,4837,0.557
Riverside,RI,164,19,0.116
Rumford,RI,3409,2584,0.758
Smithfield,RI,8816,4029,0.457
Providence,RI,7495,2057,0.274
Johnston,RI,1484,1365,0.920
Cranston,RI,9143,8429,0.922
Cranston,RI,1767,36,0.020
Providence,RI,204,148,0.725
Amherst,NH,7526,1926,0.256
Auburn,NH,6039,2187,0.362
Brookline,NH,9116,103,0.011
Candia,NH,9092,7325,0.806
Chester,NH,2418,2097,0.867
Deerfield,NH,3916,1497,0.382
Derry,NH,255,206,0.808
East Candia,NH,1099,1051,0.956
East Derry,NH,5593,3188,0.570
Epping,NH,1713,1353,0.790
Francestown,NH,7017,1651,0.235
Fremont,NH,4924,3019,0.613
Goffstown,NH,3583,2834,0.791
Dunbarton,NH,3427,2228,0.650
Greenfield,NH,5724,5513,0.963
Greenville,NH,7537,1160,0.154
Hollis,NH,9700,3392,0.350
Hudson,NH,4044,484,0.120
Litchfield,NH,8012,662,0.083
Londonderry,NH,9423,2316,0.246
Merrimack,NH,4785,3154,0.659
Milford,NH,6147,6091,0.991
Mont Vernon,NH,9323,6675,0.716
Nashua,NH,9464,2854,0.302
Nashua,NH,3041,2813,0.925
Nashua,NH,6716,44,0.007
Nashua,NH,1448,13,0.009
Nashua,NH,6976,3378,0.484
New Boston,NH,4151,1229,0.296
New Ipswich,NH,6372,3680,0.578
North Salem,NH,3072,100,0.033
Pelham,NH,3241,1409,0.435
Raymond,NH,2199,1749,0.795
Salem,NH,2042,411,0.201
Lyndeborough,NH,5403,2329,0.431
Temple,NH,94,27,0.287
Wilton,NH,3931,2842,0.723
Windham,NH,1215,126,0.104
Manchester,NH,5951,1199,0.201
Manchester,NH,1111,482,0.434
Manchester,NH,5231,465,0.089
Manchester,NH,4839,3420,0.707
Manchester,NH,1316,569,0.432
Hooksett,NH,826,195,0.236
Manchester,NH,230,114,0.496
Manchester,NH,3139,524,0.167
Manchester,NH,1750,222,0.127
Bedford,NH,7807,4131,0.529
Manchester,NH,8256,338,0.041
Waterville Valley,NH,9366,6161,0.658
Andover,NH,5371,391,0.073
Ashland,NH,1438,768,0.534
Barnstead,NH,1354,438,0.323
Belmont,NH,3234,1086,0.336
Bradford,NH,91,53,0.582
Bristol,NH,409,174,0.425
Campton,NH,2944,2908,0.988
Canterbury,NH,4579,2199,0.480
Center Barnstead,NH,3826,146,0.038
Center Harbor,NH,1875,1785,0.952
Center Sandwich,NH,8964,2604,0.290
Contoocook,NH,1332,84,0.063
Danbury,NH,58,1,0.017
East Andover,NH,4620,3539,0.766
Elkins,NH,4010,3849,0.960
Epsom,NH,7644,1855,0.243
Franklin,NH,8378,4964,0.593
Gilmanton,NH,2056,998,0.485
Glencliff,NH,7529,2486,0.330
Grafton,NH,3975,2079,0.523
Hebron,NH,6715,1200,0.179
Henniker,NH,6524,1896,0.291
Hill,NH,1651,137,0.083
Hillsborough,NH,8817,5795,0.657
Holderness,NH,2696,2110,0.783
Laconia,NH,6187,1110,0.179
Laconia,NH,1152,992,0.861
Gilford,NH,5354,812,0.152
Lincoln,NH,7988,4658,0.583
Lochmere,NH,6462,4639,0.718
Meredith,NH,1718,506,0.295
Moultonborough,NH,4766,2641,0.554
Newbury,NH,9087,6892,0.758
New Hampton,NH,7157,6255,0.874
New London,NH,8018,5852,0.730
Chichester,NH,7897,5514,0.698
North Sandwich,NH,4343,1547,0.356
North Sutton,NH,9581,295,0.031
Northwood,NH,6988,5605,0.802
North Woodstock,NH,5812,4987,0.858
Pittsfield,NH,3022,2041,0.675
Plymouth,NH,3612,1064,0.295
Rumney,NH,9943,8568,0.862
Salisbury,NH,2433,756,0.311
Sanbornton,NH,5534,187,0.034
South Newbury,NH,527,514,0.975
South Sutton,NH,4091,2488,0.608
Stinson Lake,NH,2815,724,0.257
Suncook,NH,5946,5251,0.883
Tilton,NH,9607,6673,0.695
Warner,NH,50,5,0.100
Warren,NH,2312,1693,0.732
Washington,NH,1683,735,0.437
Weare,NH,6699,2360,0.352
Wentworth,NH,7183,5179,0.721
Springfield,NH,4813,1329,0.276
Wilmot,NH,4916,1762,0.358
Winnisquam,NH,6086,6039,0.992
Nottingham,NH,4414,2881,0.653
West Nottingham,NH,570,360,0.632
Woodstock,NH,6035,1538,0.255
Tilton,NH,3885,2343,0.603
Tilton,NH,9043,5658,0.626
Concord,NH,4531,3317,0.732
Concord,NH,1692,632,0.374
Concord,NH,4864,92,0.019
Bow,NH,1946,118,0.061
Concord,NH,3965,2017,0.509
Loudon,NH,7406,891,0.120
Keene,NH,6624,1588,0.240
Keene,NH,8229,7651,0.930
Antrim,NH,8368,5933,0.709
Ashuelot,NH,5604,3016,0.538
Bennington,NH,488,342,0.701
Chesterfield,NH,2539,93,0.037
Dublin,NH,733,203,0.277
Sullivan,NH,8426,7299,0.866
Swanzey,NH,9789,4744,0.485
Fitzwilliam,NH,8788,2497,0.284
Gilsum,NH,8034,1897,0.236
Hancock,NH,1746,391,0.224
Harrisville,NH,8120,1367,0.168
Hinsdale,NH,4052,637,0.157
Jaffrey,NH,3306,852,0.258
Marlborough,NH,1582,1172,0.741
Marlow,NH,2646,1513,0.572
Nelson,NH,439,24,0.055
Peterborough,NH,3480,3165,0.909
Rindge,NH,5454,2994,0.549
Spofford,NH,7741,890,0.115
Stoddard,NH,1178,534,0.453
Troy,NH,5879,4107,0.699
West Chesterfield,NH,3705,3402,0.918
Westmoreland,NH,1501,821,0.547
West Peterborough,NH,3732,3438,0.921
West Swanzey,NH,1809,436,0.241
Winchester,NH,5794,5672,0.979
Littleton,NH,4912,4263,0.868
Berlin,NH,5518,3954,0.717
Bethlehem,NH,8856,4579,0.517
Bretton Woods,NH,8731,1238,0.142
Colebrook,NH,3784,1894,0.501
Errol,NH,4212,1380,0.328
Franconia,NH,8979,5891,0.656
Gorham,NH,2500,1094,0.438
Northumberland,NH,2401,2006,0.835
Jefferson,NH,9336,3327,0.356
Lancaster,NH,593,298,0.503
Lisbon,NH,4888,3542,0.725
Sugar Hill,NH,1616,1032,0.639
Milan,NH,7511,7375,0.982
Mount Washington,NH,8756,2678,0.306
North Stratford,NH,3257,2326,0.714
Pittsburg,NH,9080,8119,0.894
Randolph,NH,1040,773,0.743
Twin Mountain,NH,9286,2230,0.240
West Stewartstown,NH,6451,4502,0.698
Whitefield,NH,3858,3061,0.793
Acworth,NH,2158,140,0.065
Alstead,NH,2993,717,0.240
Charlestown,NH,2869,2471,0.861
Drewsville,NH,9030,4062,0.450
Lempster,NH,422,315,0.746
South Acworth,NH,6849,4506,0.658
Walpole,NH,1648,546,0.331
North Walpole,NH,8054,6125,0.760
Bath,NH,6676,3904,0.585
Canaan,NH,3200,2305,0.720
Claremont,NH,3103,562,0.181
Cornish,NH,2433,682,0.280
Cornish Flat,NH,3150,567,0.180
Enfield,NH,1223,23,0.019
Enfield Center,NH,2060,627,0.304
Etna,NH,7267,2933,0.404
Georges Mills,NH,395,280,0.709
Goshen,NH,1822,1754,0.963
Grantham,NH,1396,35,0.025
Guild,NH,1445,781,0.540
Hanover,NH,7999,535,0.067
Lebanon,NH,1309,214,0.163
Haverhill,NH,4728,2101,0.444
Lebanon,NH,183,66,0.361
Lyme,NH,5870,4660,0.794
Lyme Center,NH,5423,2278,0.420
Meriden,NH,876,485,0.554
Monroe,NH,3821,317,0.083
Newport,NH,4644,1629,0.351
North Haverhill,NH,2253,1265,0.561
Orford,NH,7056,4743,0.672
Piermont,NH,2643,683,0.258
Pike,NH,9412,6781,0.720
Plainfield,NH,1935,1711,0.884
Sunapee,NH,3097,2349,0.758
West Lebanon,NH,6393,2073,0.324
Woodsville,NH,660,291,0.441
Portsmouth,NH,803,400,0.498
Portsmouth,NH,2827,2771,0.980
Portsmouth,NH,1913,1825,0.954
Portsmouth,NH,6564,925,0.141
Newington,NH,124,77,0.621
Alton,NH,606,272,0.449
Alton Bay,NH,8012,6385,0.797
Atkinson,NH,174,154,0.885
Bartlett,NH,3703,500,0.135
Chatham,NH,760,63,0.083
Center Ossipee,NH,8616,7735,0.898
Center Strafford,NH,6303,2263,0.359
Center Tuftonboro,NH,7444,3994,0.537
Chocorua,NH,9713,5212,0.537
Conway,NH,7202,3195,0.444
Danville,NH,3851,1727,0.448
Dover,NH,2477,1368,0.552
Dover,NH,882,0,0.000
Dover,NH,1807,1102,0.610
Madbury,NH,620,219,0.353
Durham,NH,3914,361,0.092
Barrington,NH,688,595,0.865
East Hampstead,NH,8566,3087,0.360
South Hampton,NH,1082,175,0.162
East Wakefield,NH,9363,1888,0.202
Eaton Center,NH,9756,2694,0.276
Exeter,NH,4900,174,0.036
Farmington,NH,3762,952,0.253
Freedom,NH,4397,1123,0.255
Gilmanton Iron Works,NH,427,376,0.881
Glen,NH,5604,5327,0.951
Rochester,NH,6748,417,0.062
Greenland,NH,6483,3036,0.468
Hampstead,NH,1124,15,0.013
Hampton,NH,617,587,0.951
Hampton,NH,1919,401,0.209
Hampton Falls,NH,8236,8050,0.977
Intervale,NH,2655,1404,0.529
Jackson,NH,3724,2758,0.741
Kearsarge,NH,9936,5106,0.514
Kingston,NH,1743,1547,0.888
Madison,NH,2596,910,0.351
Melvin Village,NH,1640,624,0.380
Milton,NH,5308,4989,0.940
Milton Mills,NH,7910,2432,0.307
Mirror Lake,NH,8876,3217,0.362
New Castle,NH,1107,324,0.293
New Durham,NH,4192,2458,0.586
Newfields,NH,7741,5646,0.729
Newmarket,NH,8555,762,0.089
Newton,NH,1114,562,0.504
Newton Junction,NH,3548,900,0.254
North Conway,NH,2012,196,0.097
North Hampton,NH,1275,190,0.149
Ossipee,NH,8161,7085,0.868
Plaistow,NH,2853,1981,0.694
Rochester,NH,7977,4218,0.529
Rochester,NH,853,723,0.848
Rochester,NH,7507,440,0.059
Rollinsford,NH,767,64,0.083
Rye,NH,6620,2193,0.331
Rye Beach,NH,2790,67,0.024
Sanbornville,NH,738,370,0.501
Sandown,NH,1489,1397,0.938
Seabrook,NH,3774,2754,0.730
Silver Lake,NH,5894,3346,0.568
Somersworth,NH,7499,29,0.004
Effingham,NH,6258,4066,0.650
South Tamworth,NH,8095,7736,0.956
Strafford,NH,7057,4674,0.662
Stratham,NH,3248,1568,0.483
Tamworth,NH,8533,1127,0.132
Union,NH,7249,2419,0.334
West Ossipee,NH,5446,3258,0.598
Wolfeboro,NH,3280,107,0.033
Wolfeboro Falls,NH,8733,3546,0.406
Wonalancet,NH,4638,3520,0.759
Berwick,ME,9261,5848,0.631
Cape Neddick,ME,8004,2701,0.337
Eliot,ME,1529,1439,0.941
Kittery,ME,4660,42,0.009
Kittery Point,ME,2234,1652,0.739
North Berwick,ME,263,83,0.316
Ogunquit,ME,2908,351,0.121
South Berwick,ME,9390,1953,0.208
York,ME,2932,1761,0.601
York Beach,ME,1530,377,0.246
York Harbor,ME,2629,2562,0.975
Acton,ME,9391,1075,0.114
Alfred,ME,3876,25,0.006
Bailey Island,ME,8987,3253,0.362
Bar Mills,ME,9325,5274,0.566
Biddeford,ME,8859,3221,0.364
Biddeford Pool,ME,5690,2627,0.462
Biddeford,ME,4560,61,0.013
Bowdoinham,ME,1735,858,0.495
Bridgton,ME,594,418,0.704
Brownfield,ME,9359,7624,0.815
Brunswick,ME,4554,497,0.109
Bustins Island,ME,6583,4642,0.705
Cape Porpoise,ME,3382,3225,0.954
Casco,ME,1544,1442,0.934
Center Lovell,ME,7573,3112,0.411
Chebeague Island,ME,2890,1125,0.389
Cliff Island,ME,6237,2872,0.460
Cornish,ME,1508,1283,0.851
Cumberland Center,ME,6458,5116,0.792
Denmark,ME,4440,1629,0.367
East Baldwin,ME,7650,2194,0.287
Lebanon,ME,6909,861,0.125
East Parsonsfield,ME,2141,990,0.462
Sebago,ME,3208,908,0.283
East Waterboro,ME,229,155,0.677
Freeport,ME,3111,2680,0.861
Freeport,ME,4992,3902,0.782
Freeport,ME,7306,4797,0.657
Fryeburg,ME,527,19,0.036
Gorham,ME,5580,2024,0.363
Gray,ME,4693,3894,0.830
Harrison,ME,3190,929,0.291
Hiram,ME,7442,4668,0.627
Hollis Center,ME,1034,78,0.075
Kennebunk,ME,5849,4126,0.705
Kennebunkport,ME,8197,4513,0.551
Parsonsfield,ME,2704,1101,0.407
Limerick,ME,1154,702,0.608
Limington,ME,3331,2001,0.601
Long Island,ME,1141,194,0.170
Lovell,ME,5507,4986,0.905
Moody,ME,8668,2587,0.298
Naples,ME,4342,4341,1.000
Newfield,ME,1425,1067,0.749
North Bridgton,ME,1611,1581,0.981
North Waterboro,ME,8807,5974,0.678
Windham,ME,4708,403,0.086
Ocean Park,ME,1753,431,0.246
Old Orchard Beach,ME,8031,1989,0.248
Orrs Island,ME,1701,1268,0.745
Porter,ME,3838,1012,0.264
Pownal,ME,2438,1571,0.644
Scarborough,ME,1029,900,0.875
Raymond,ME,4301,1008,0.234
Saco,ME,5041,2559,0.508
Sanford,ME,6214,4645,0.748
Scarborough,ME,1085,469,0.432
Sebago Lake,ME,2893,301,0.104
Shapleigh,ME,4483,850,0.190
South Casco,ME,4071,285,0.070
South Freeport,ME,5391,4608,0.855
Harpswell,ME,1969,1738,0.883
South Windham,ME,4051,2463,0.608
Springvale,ME,9038,3418,0.378
Standish,ME,5851,3612,0.617
Steep Falls,ME,3465,3382,0.976
Topsham,ME,9481,1467,0.155
Waterboro,ME,8623,7364,0.854
Waterford,ME,1454,1060,0.729
Wells,ME,6316,5929,0.939
West Baldwin,ME,9294,4612,0.496
Westbrook,ME,6107,5689,0.932
Buxton,ME,6397,4672,0.730
West Kennebunk,ME,6562,3199,0.488
West Newfield,ME,6092,3949,0.648
Yarmouth,ME,8348,834,0.100
North Yarmouth,ME,3365,589,0.175
Westbrook,ME,4389,146,0.033
Portland,ME,9763,2468,0.253
Portland,ME,4573,4072,0.890
Portland,ME,1868,476,0.255
Portland,ME,2238,1440,0.643
Falmouth,ME,568,193,0.340
South Portland,ME,999,478,0.478
Cape Elizabeth,ME,7218,3268,0.453
Peaks Island,ME,5335,170,0.032
Portland,ME,2930,2367,0.808
Cumberland Foreside,ME,5887,1353,0.230
Portland,ME,8720,5358,0.614
South Portland,ME,9029,484,0.054
Portland,ME,6374,6108,0.958
Portland,ME,416,122,0.293
Portland,ME,7767,7026,0.905
Auburn,ME,1887,335,0.178
Auburn,ME,502,390,0.777
Auburn,ME,3711,2373,0.639
Andover,ME,6570,4326,0.658
Bethel,ME,5330,715,0.134
Bryant Pond,ME,7455,6244,0.838
Buckfield,ME,4429,656,0.148
Canton,ME,2954,2253,0.763
Durham,ME,9942,3193,0.321
Danville,ME,8318,8263,0.993
Dixfield,ME,5404,5042,0.933
Dryden,ME,7808,2599,0.333
East Andover,ME,599,374,0.624
East Dixfield,ME,9193,5387,0.586
East Livermore,ME,6854,1786,0.261
East Poland,ME,7250,1235,0.170
Stoneham,ME,6362,5151,0.810
East Wilton,ME,5425,4219,0.778
Greene,ME,2699,1351,0.501
Hanover,ME,8250,3620,0.439
Hebron,ME,8991,3235,0.360
Jay,ME,2195,2182,0.994
Lewiston,ME,2503,1752,0.700
Lewiston,ME,9770,8307,0.850
Lewiston,ME,2287,581,0.254
Lisbon,ME,2042,1420,0.695
Lisbon Falls,ME,803,487,0.606
Livermore,ME,1125,596,0.530
Livermore Falls,ME,2286,211,0.092
Greenwood,ME,767,517,0.674
Mechanic Falls,ME,5000,881,0.176
Mexico,ME,2721,1834,0.674
Minot,ME,8756,3273,0.374
Monmouth,ME,416,159,0.382
New Gloucester,ME,4934,152,0.031
Newry,ME,674,526,0.780
North Jay,ME,5157,6,0.001
Leeds,ME,1470,446,0.303
North Monmouth,ME,4208,677,0.161
North Turner,ME,1848,1247,0.675
North Waterford,ME,9717,1717,0.177
Norway,ME,3197,1175,0.368
Oxford,ME,5328,4657,0.874
Paris,ME,1212,179,0.148
Poland,ME,9932,5316,0.535
Roxbury,ME,4230,3638,0.860
Rumford,ME,8190,7674,0.937
Rumford Center,ME,5343,1633,0.306
Sabattus,ME,1003,262,0.261
South Paris,ME,5180,227,0.044
Turner,ME,8478,575,0.068
Wayne,ME,7323,6805,0.929
Weld,ME,6394,6255,0.978
West Bethel,ME,7203,135,0.019
Bowdoin,ME,6101,505,0.083
West Minot,ME,7268,1710,0.235
West Paris,ME,759,676,0.891
Peru,ME,828,814,0.983
West Poland,ME,1649,1,0.001
Sumner,ME,8627,5628,0.652
Wilton,ME,6194,2065,0.333
Augusta,ME,4172,405,0.097
Augusta,ME,8673,2774,0.320
Augusta,ME,3319,127,0.038
Augusta,ME,7185,2352,0.327
Augusta,ME,7719,6352,0.823
Coopers Mills,ME,9042,340,0.038
Dresden,ME,4353,2678,0.615
East Winthrop,ME,2523,492,0.195
Farmingdale,ME,776,745,0.960
Gardiner,ME,6658,6069,0.912
Randolph,ME,4541,2730,0.601
Hallowell,ME,4906,756,0.154
Jefferson,ME,7503,1903,0.254
Kents Hill,ME,2628,781,0.297
Litchfield,ME,288,171,0.594
Manchester,ME,1647,1124,0.682
Mount Vernon,ME,5277,655,0.124
Whitefield,ME,9519,6491,0.682
Palermo,ME,8957,7925,0.885
Readfield,ME,1040,813,0.782
Richmond,ME,3819,1913,0.501
South China,ME,3378,2529,0.749
South Gardiner,ME,7172,4833,0.674
Vienna,ME,1550,368,0.237
Windsor,ME,3476,2473,0.711
Winthrop,ME,9696,2455,0.253
Bangor,ME,6601,3858,0.584
Bangor,ME,6430,4123,0.641
Abbot,ME,9354,8587,0.918
Aurora,ME,3861,271,0.070
Bradford,ME,2581,1016,0.394
Bradley,ME,1742,1387,0.796
Brewer,ME,2642,29,0.011
Brookton,ME,5006,13,0.003
Brownville,ME,5760,168,0.029
Brownville Junction,ME,9112,5959,0.654
Bucksport,ME,519,249,0.480
Burlington,ME,21,5,0.238
Greenbush,ME,336,185,0.551
Carmel,ME,1954,482,0.247
Castine,ME,973,238,0.245
Castine,ME,4771,456,0.096
Charleston,ME,8707,1359,0.156
Danforth,ME,25,12,0.480
Dover Foxcroft,ME,688,135,0.196
Corinth,ME,9153,5509,0.602
Eddington,ME,7755,358,0.046
Holden,ME,9982,9247,0.926
East Millinocket,ME,8882,7753,0.873
East Orland,ME,4020,2335,0.581
Etna,ME,2215,468,0.211
Exeter,ME,7548,5036,0.667
Frankfort,ME,6008,3742,0.623
Greenville,ME,1372,1119,0.816
Greenville Junction,ME,6248,4594,0.735
Guilford,ME,5587,2154,0.386
Hampden,ME,5240,4856,0.927
Howland,ME,8797,1950,0.222
Hudson,ME,9745,5168,0.530
Kenduskeag,ME,9511,2410,0.253
Kingman,ME,3027,674,0.223
Lagrange,ME,1148,931,0.811
Lambert Lake,ME,913,721,0.790
Lee,ME,7872,2045,0.260
Levant,ME,3665,2248,0.613
Lincoln,ME,8605,6132,0.713
Mattawamkeag,ME,635,460,0.724
Medway,ME,6016,2408,0.400
Milford,ME,1770,554,0.313
Millinocket,ME,3902,3641,0.933
Milo,ME,5799,1976,0.341
Monson,ME,3694,1530,0.414
Olamon,ME,3390,995,0.294
Old Town,ME,1797,1609,0.895
Orono,ME,3706,2635,0.711
Orient,ME,9478,5390,0.569
Orland,ME,937,621,0.663
Orono,ME,2151,1824,0.848
Orrington,ME,2769,693,0.250
Passadumkeag,ME,454,419,0.923
Penobscot,ME,9682,7544,0.779
Rockwood,ME,416,355,0.853
Sangerville,ME,36,26,0.722
Sebec,ME,7478,5923,0.792
Shirley Mills,ME,2899,27,0.009
Springfield,ME,5747,5149,0.896
Stetson,ME,8016,1379,0.172
Stillwater,ME,8768,6541,0.746
Topsfield,ME,3462,1844,0.533
Vanceboro,ME,1436,638,0.444
Waite,ME,6134,1310,0.214
West Enfield,ME,4526,3954,0.874
Winn,ME,4084,344,0.084
Winterport,ME,210,166,0.790
Wytopitlock,ME,9566,4450,0.465
Bath,ME,667,505,0.757
Alna,ME,7781,1417,0.182
Boothbay,ME,3546,1263,0.356
Boothbay Harbor,ME,2854,2237,0.784
Bristol,ME,6832,5252,0.769
Chamberlain,ME,4866,2666,0.548
Damariscotta,ME,9578,943,0.098
East Boothbay,ME,9444,1364,0.144
Friendship,ME,698,564,0.808
Georgetown,ME,8976,6162,0.686
Isle Of Springs,ME,8132,3571,0.439
Bremen,ME,5321,3308,0.622
Newcastle,ME,7469,4003,0.536
New Harbor,ME,310,40,0.129
Nobleboro,ME,8298,5953,0.717
Edgecomb,ME,4876,3134,0.643
Pemaquid,ME,7266,7109,0.978
Phippsburg,ME,1048,273,0.260
Cushing,ME,3100,1059,0.342
Round Pond,ME,5878,2290,0.390
Sebasco Estates,ME,671,61,0.091
South Bristol,ME,7457,4406,0.591
Squirrel Island,ME,1288,135,0.105
Trevett,ME,2184,1002,0.459
Waldoboro,ME,4158,613,0.147
Walpole,ME,6401,1293,0.202
